Week,Store No,Format,Sq Ft,Total POS,Store Holiday
11/12/2010,1423,GRN,128753,1900693.22,0
11/19/2010,1423,GRN,128753,1953968.76,0
11/26/2010,1423,GRN,128753,2944738.01,1
12/3/2010,1423,GRN,128753,2255998.27,0
12/10/2010,1423,GRN,128753,2416581.84,0
12/17/2010,1423,GRN,128753,2816438.48,0
12/24/2010,1423,GRN,128753,3753849.32,0
12/31/2010,1423,GRN,128753,1712089.77,1
1/7/2011,1423,GRN,128753,1719101.53,0
1/14/2011,1423,GRN,128753,1715595.22,0
1/21/2011,1423,GRN,128753,1682347.81,0
1/28/2011,1423,GRN,128753,1720560.68,0
2/4/2011,1423,GRN,128753,1972837.54,0
2/11/2011,1423,GRN,128753,2120199.94,1
2/18/2011,1423,GRN,128753,2642243.11,0
2/25/2011,1423,GRN,128753,1972788.34,0
3/4/2011,1423,GRN,128753,1962794.82,0
3/11/2011,1423,GRN,128753,1938260.78,0
3/18/2011,1423,GRN,128753,1889525.94,0
3/25/2011,1423,GRN,128753,1820590.48,0
4/1/2011,1423,GRN,128753,1832524.81,0
4/8/2011,1423,GRN,128753,1875512.36,0
4/15/2011,1423,GRN,128753,1786558.85,0
4/22/2011,1423,GRN,128753,2009622.77,0
4/29/2011,1423,GRN,128753,1878437.97,0
5/6/2011,1423,GRN,128753,1846161.62,0
5/13/2011,1423,GRN,128753,1717787.07,0
5/20/2011,1423,GRN,128753,1725699.64,0
5/27/2011,1423,GRN,128753,1747792.01,0
6/3/2011,1423,GRN,128753,1797002.52,0
6/10/2011,1423,GRN,128753,1744854.73,0
6/17/2011,1423,GRN,128753,1822726.39,0
6/24/2011,1423,GRN,128753,1716604.76,0
7/1/2011,1423,GRN,128753,1756161.38,0
7/8/2011,1423,GRN,128753,1704500.01,0
7/15/2011,1423,GRN,128753,1779860.03,0
7/22/2011,1423,GRN,128753,1779134.24,0
7/29/2011,1423,GRN,128753,1750632.96,0
8/5/2011,1423,GRN,128753,1891091.61,0
8/12/2011,1423,GRN,128753,1922189.26,0
8/19/2011,1423,GRN,128753,1959641.31,0
8/26/2011,1423,GRN,128753,1733190.70,0
9/2/2011,1423,GRN,128753,1763378.98,0
9/9/2011,1423,GRN,128753,1675371.45,1
9/16/2011,1423,GRN,128753,1655685.93,0
9/23/2011,1423,GRN,128753,1690702.16,0
9/30/2011,1423,GRN,128753,1632498.94,0
10/7/2011,1423,GRN,128753,1793019.23,0
10/14/2011,1423,GRN,128753,1709544.65,0
10/21/2011,1423,GRN,128753,1750720.19,0
10/28/2011,1423,GRN,128753,1776584.60,0
11/4/2011,1423,GRN,128753,1909230.22,0
11/11/2011,1423,GRN,128753,2124406.76,0
11/18/2011,1423,GRN,128753,1892147.88,0
11/25/2011,1423,GRN,128753,3101935.01,1
12/2/2011,1423,GRN,128753,2132335.84,0
12/9/2011,1423,GRN,128753,2460510.78,0
12/16/2011,1423,GRN,128753,2570919.58,0
12/23/2011,1423,GRN,128753,3503496.29,0
12/30/2011,1423,GRN,128753,2056885.95,1
1/6/2012,1423,GRN,128753,1743861.68,0
1/13/2012,1423,GRN,128753,1745962.48,0
1/20/2012,1423,GRN,128753,1696311.30,0
1/27/2012,1423,GRN,128753,1646674.99,0
2/3/2012,1423,GRN,128753,1959499.64,0
2/10/2012,1423,GRN,128753,2248980.53,1
2/17/2012,1423,GRN,128753,2225494.85,0
2/24/2012,1423,GRN,128753,2072726.22,0
3/2/2012,1423,GRN,128753,2030411.51,0
3/9/2012,1423,GRN,128753,1940677.91,0
3/16/2012,1423,GRN,128753,1947503.12,0
3/23/2012,1423,GRN,128753,1852687.68,0
3/30/2012,1423,GRN,128753,1835409.23,0
4/6/2012,1423,GRN,128753,2193200.57,0
4/13/2012,1423,GRN,128753,2006169.99,0
4/20/2012,1423,GRN,128753,1800827.22,0
4/27/2012,1423,GRN,128753,1727980.34,0
5/4/2012,1423,GRN,128753,1854437.19,0
5/11/2012,1423,GRN,128753,1817952.44,0
5/18/2012,1423,GRN,128753,1815932.74,0
5/25/2012,1423,GRN,128753,1851534.55,0
6/1/2012,1423,GRN,128753,1790912.69,0
6/8/2012,1423,GRN,128753,1862595.38,0
6/15/2012,1423,GRN,128753,1832457.54,0
6/22/2012,1423,GRN,128753,1782131.74,0
6/29/2012,1423,GRN,128753,1723315.66,0
7/6/2012,1423,GRN,128753,1837683.55,0
7/13/2012,1423,GRN,128753,1790726.72,0
7/20/2012,1423,GRN,128753,1900045.44,0
7/27/2012,1423,GRN,128753,1853743.26,0
8/3/2012,1423,GRN,128753,2008041.97,0
8/10/2012,1423,GRN,128753,1923323.77,0
8/17/2012,1423,GRN,128753,1846148.42,0
8/24/2012,1423,GRN,128753,1797380.49,0
8/31/2012,1423,GRN,128753,1699738.66,0
9/7/2012,1423,GRN,128753,1734795.51,1
9/14/2012,1423,GRN,128753,1670316.51,0
9/21/2012,1423,GRN,128753,1702843.63,0
9/28/2012,1423,GRN,128753,1714635.70,0
2/5/2010,820,RED,209740,1532800.27,0
2/12/2010,820,RED,209740,1579475.71,1
2/19/2010,820,RED,209740,1508090.33,0
2/26/2010,820,RED,209740,1341196.28,0
3/5/2010,820,RED,209740,1431414.28,0
3/12/2010,820,RED,209740,1336674.79,0
3/19/2010,820,RED,209740,1368998.63,0
3/26/2010,820,RED,209740,1250415.90,0
4/2/2010,820,RED,209740,1451001.89,0
4/9/2010,820,RED,209740,1475099.95,0
4/16/2010,820,RED,209740,1328034.98,0
4/23/2010,820,RED,209740,1288558.18,0
4/30/2010,820,RED,209740,1244558.52,0
5/7/2010,820,RED,209740,1317121.41,0
5/14/2010,820,RED,209740,1271587.76,0
5/21/2010,820,RED,209740,1276438.25,0
5/28/2010,820,RED,209740,1269064.15,0
6/4/2010,820,RED,209740,1401113.82,0
6/11/2010,820,RED,209740,1344362.48,0
6/18/2010,820,RED,209740,1341314.55,0
6/25/2010,820,RED,209740,1827951.88,0
7/2/2010,820,RED,209740,1307391.77,0
7/9/2010,820,RED,209740,1284948.10,0
7/16/2010,820,RED,209740,1295401.17,0
7/23/2010,820,RED,209740,1249181.66,0
7/30/2010,820,RED,209740,1254970.52,0
8/6/2010,820,RED,209740,1374426.55,0
8/13/2010,820,RED,209740,1389130.73,0
8/20/2010,820,RED,209740,1434984.00,0
8/27/2010,820,RED,209740,1316054.70,0
9/3/2010,820,RED,209740,1308705.90,0
9/10/2010,820,RED,209740,1236220.09,1
9/17/2010,820,RED,209740,1220467.94,0
9/24/2010,820,RED,209740,1174894.88,0
10/1/2010,820,RED,209740,1187282.09,0
10/8/2010,820,RED,209740,1298264.43,0
10/15/2010,820,RED,209740,1179795.30,0
10/22/2010,820,RED,209740,1174623.01,0
10/29/2010,820,RED,209740,1199827.63,0
11/5/2010,820,RED,209740,1337550.76,0
11/12/2010,820,RED,209740,1286467.23,0
11/19/2010,820,RED,209740,1297138.20,0
11/26/2010,820,RED,209740,1762034.14,1
12/3/2010,820,RED,209740,1385314.27,0
12/10/2010,820,RED,209740,1569308.06,0
12/17/2010,820,RED,209740,1848762.78,0
12/24/2010,820,RED,209740,2311056.99,0
12/31/2010,820,RED,209740,1176794.73,1
1/7/2011,820,RED,209740,1183697.07,0
1/14/2011,820,RED,209740,1199241.41,0
1/21/2011,820,RED,209740,1192567.82,0
1/28/2011,820,RED,209740,1105210.32,0
2/4/2011,820,RED,209740,1427337.68,0
2/11/2011,820,RED,209740,1424028.53,1
2/18/2011,820,RED,209740,1559538.78,0
2/25/2011,820,RED,209740,1328790.99,0
3/4/2011,820,RED,209740,1404248.62,0
3/11/2011,820,RED,209740,1319348.94,0
3/18/2011,820,RED,209740,1396605.32,0
3/25/2011,820,RED,209740,1234568.87,0
4/1/2011,820,RED,209740,1263465.75,0
4/8/2011,820,RED,209740,1332192.69,0
4/15/2011,820,RED,209740,1317697.43,0
4/22/2011,820,RED,209740,1392910.16,0
4/29/2011,820,RED,209740,1362381.52,0
5/6/2011,820,RED,209740,1336245.04,0
5/13/2011,820,RED,209740,1282751.05,0
5/20/2011,820,RED,209740,1244258.60,0
5/27/2011,820,RED,209740,1221668.15,0
6/3/2011,820,RED,209740,1348428.63,0
6/10/2011,820,RED,209740,1319418.38,0
6/17/2011,820,RED,209740,1342298.37,0
6/24/2011,820,RED,209740,1259379.47,0
7/1/2011,820,RED,209740,1302263.69,0
7/8/2011,820,RED,209740,1339419.59,0
7/15/2011,820,RED,209740,1271338.36,0
7/22/2011,820,RED,209740,1295368.07,0
7/29/2011,820,RED,209740,1217730.30,0
8/5/2011,820,RED,209740,1407990.57,0
8/12/2011,820,RED,209740,1358980.06,0
8/19/2011,820,RED,209740,1488961.37,0
8/26/2011,820,RED,209740,1309498.38,0
9/2/2011,820,RED,209740,1302584.04,0
9/9/2011,820,RED,209740,1254231.58,1
9/16/2011,820,RED,209740,1275607.64,0
9/23/2011,820,RED,209740,1240566.78,0
9/30/2011,820,RED,209740,1195307.46,0
10/7/2011,820,RED,209740,1351062.69,0
10/14/2011,820,RED,209740,1291180.59,0
10/21/2011,820,RED,209740,1329899.16,0
10/28/2011,820,RED,209740,2073549.73,0
11/4/2011,820,RED,209740,1463079.01,0
11/11/2011,820,RED,209740,1402845.23,0
11/18/2011,820,RED,209740,1344321.13,0
11/25/2011,820,RED,209740,1930833.81,1
12/2/2011,820,RED,209740,1450321.49,0
12/9/2011,820,RED,209740,1671948.73,0
12/16/2011,820,RED,209740,1800539.96,0
12/23/2011,820,RED,209740,2226902.63,0
12/30/2011,820,RED,209740,1423789.14,1
1/6/2012,820,RED,209740,1336490.60,0
1/13/2012,820,RED,209740,1294563.67,0
1/20/2012,820,RED,209740,1958697.52,0
1/27/2012,820,RED,209740,1175697.58,0
2/3/2012,820,RED,209740,1481759.17,0
2/10/2012,820,RED,209740,1615803.38,1
2/17/2012,820,RED,209740,1604673.70,0
2/24/2012,820,RED,209740,1429419.66,0
3/2/2012,820,RED,209740,1480424.10,0
3/9/2012,820,RED,209740,1437312.65,0
3/16/2012,820,RED,209740,1463302.73,0
3/23/2012,820,RED,209740,1320911.95,0
3/30/2012,820,RED,209740,1321096.19,0
4/6/2012,820,RED,209740,1623956.50,0
4/13/2012,820,RED,209740,1499089.11,0
4/20/2012,820,RED,209740,1337094.26,0
4/27/2012,820,RED,209740,1252355.47,0
5/4/2012,820,RED,209740,1408977.05,0
5/11/2012,820,RED,209740,1331313.78,0
5/18/2012,820,RED,209740,1368844.15,0
5/25/2012,820,RED,209740,1329077.47,0
6/1/2012,820,RED,209740,1384504.93,0
6/8/2012,820,RED,209740,1444237.85,0
6/15/2012,820,RED,209740,1441482.31,0
6/22/2012,820,RED,209740,1380634.23,0
6/29/2012,820,RED,209740,1317624.85,0
7/6/2012,820,RED,209740,1488886.24,0
7/13/2012,820,RED,209740,1343900.72,0
7/20/2012,820,RED,209740,1365933.61,0
7/27/2012,820,RED,209740,1288072.47,0
8/3/2012,820,RED,209740,1458979.02,0
8/10/2012,820,RED,209740,1423299.46,0
8/17/2012,820,RED,209740,1440364.21,0
8/24/2012,820,RED,209740,1428745.15,0
8/31/2012,820,RED,209740,1412466.85,0
9/7/2012,820,RED,209740,1333887.32,1
9/14/2012,820,RED,209740,1293184.19,0
9/21/2012,820,RED,209740,1351118.61,0
9/28/2012,820,RED,209740,1248560.96,0
2/5/2010,1231,GRN,114479,1104838.00,0
2/12/2010,1231,GRN,114479,1122654.96,1
2/19/2010,1231,GRN,114479,1100213.28,0
2/26/2010,1231,GRN,114479,1053408.80,0
3/5/2010,1231,GRN,114479,1081809.90,0
3/12/2010,1231,GRN,114479,990385.86,0
3/19/2010,1231,GRN,114479,976879.97,0
3/26/2010,1231,GRN,114479,986407.44,0
4/2/2010,1231,GRN,114479,1016613.93,0
4/9/2010,1231,GRN,114479,1046030.50,0
4/16/2010,1231,GRN,114479,1533723.44,0
4/23/2010,1231,GRN,114479,998625.07,0
4/30/2010,1231,GRN,114479,959011.85,0
5/7/2010,1231,GRN,114479,1048031.90,0
5/14/2010,1231,GRN,114479,970846.60,0
5/21/2010,1231,GRN,114479,963166.19,0
5/28/2010,1231,GRN,114479,960242.79,0
6/4/2010,1231,GRN,114479,1054148.99,0
6/11/2010,1231,GRN,114479,1020831.34,0
6/18/2010,1231,GRN,114479,961002.83,0
6/25/2010,1231,GRN,114479,962799.32,0
7/2/2010,1231,GRN,114479,956748.94,0
7/9/2010,1231,GRN,114479,948297.91,0
7/16/2010,1231,GRN,114479,921194.39,0
7/23/2010,1231,GRN,114479,917195.30,0
7/30/2010,1231,GRN,114479,918339.88,0
8/6/2010,1231,GRN,114479,972368.58,0
8/13/2010,1231,GRN,114479,933056.03,0
8/20/2010,1231,GRN,114479,953238.97,0
8/27/2010,1231,GRN,114479,1009308.09,0
9/3/2010,1231,GRN,114479,1080550.18,0
9/10/2010,1231,GRN,114479,907910.66,1
9/17/2010,1231,GRN,114479,857674.24,0
9/24/2010,1231,GRN,114479,856710.97,0
10/1/2010,1231,GRN,114479,855727.89,0
10/8/2010,1231,GRN,114479,923127.31,0
10/15/2010,1231,GRN,114479,1517585.39,0
10/22/2010,1231,GRN,114479,862675.09,0
10/29/2010,1231,GRN,114479,960086.33,0
11/5/2010,1231,GRN,114479,934482.34,0
11/12/2010,1231,GRN,114479,947266.87,0
11/19/2010,1231,GRN,114479,899285.33,0
11/26/2010,1231,GRN,114479,1606169.04,1
12/3/2010,1231,GRN,114479,1074324.80,0
12/10/2010,1231,GRN,114479,1126725.78,0
12/17/2010,1231,GRN,114479,1300396.98,0
12/24/2010,1231,GRN,114479,1773041.52,0
12/31/2010,1231,GRN,114479,896528.54,1
1/7/2011,1231,GRN,114479,914901.87,0
1/14/2011,1231,GRN,114479,816803.43,0
1/21/2011,1231,GRN,114479,806897.13,0
1/28/2011,1231,GRN,114479,877910.69,0
2/4/2011,1231,GRN,114479,1050859.80,0
2/11/2011,1231,GRN,114479,1091213.20,1
2/18/2011,1231,GRN,114479,1133276.73,0
2/25/2011,1231,GRN,114479,1050995.35,0
3/4/2011,1231,GRN,114479,1090039.84,0
3/11/2011,1231,GRN,114479,1002464.25,0
3/18/2011,1231,GRN,114479,1014293.64,0
3/25/2011,1231,GRN,114479,958898.95,0
4/1/2011,1231,GRN,114479,1010255.12,0
4/8/2011,1231,GRN,114479,1003153.68,0
4/15/2011,1231,GRN,114479,995743.40,0
4/22/2011,1231,GRN,114479,1020811.10,0
4/29/2011,1231,GRN,114479,999757.73,0
5/6/2011,1231,GRN,114479,1025946.11,0
5/13/2011,1231,GRN,114479,981825.13,0
5/20/2011,1231,GRN,114479,928926.62,0
5/27/2011,1231,GRN,114479,969124.14,0
6/3/2011,1231,GRN,114479,975120.31,0
6/10/2011,1231,GRN,114479,1001729.58,0
6/17/2011,1231,GRN,114479,991296.56,0
6/24/2011,1231,GRN,114479,1002074.38,0
7/1/2011,1231,GRN,114479,966784.97,0
7/8/2011,1231,GRN,114479,948509.01,0
7/15/2011,1231,GRN,114479,940793.61,0
7/22/2011,1231,GRN,114479,927023.55,0
7/29/2011,1231,GRN,114479,895338.70,0
8/5/2011,1231,GRN,114479,993504.15,0
8/12/2011,1231,GRN,114479,960705.31,0
8/19/2011,1231,GRN,114479,971608.87,0
8/26/2011,1231,GRN,114479,1022385.10,0
9/2/2011,1231,GRN,114479,1056843.08,0
9/9/2011,1231,GRN,114479,927642.20,1
9/16/2011,1231,GRN,114479,894081.86,0
9/23/2011,1231,GRN,114479,1628867.37,0
9/30/2011,1231,GRN,114479,871193.08,0
10/7/2011,1231,GRN,114479,956036.29,0
10/14/2011,1231,GRN,114479,932391.64,0
10/21/2011,1231,GRN,114479,943396.21,0
10/28/2011,1231,GRN,114479,995718.01,0
11/4/2011,1231,GRN,114479,1056736.42,0
11/11/2011,1231,GRN,114479,1145880.18,0
11/18/2011,1231,GRN,114479,1677484.62,0
11/25/2011,1231,GRN,114479,1671141.54,1
12/2/2011,1231,GRN,114479,1107591.69,0
12/9/2011,1231,GRN,114479,1250554.89,0
12/16/2011,1231,GRN,114479,1314269.08,0
12/23/2011,1231,GRN,114479,1647853.36,0
12/30/2011,1231,GRN,114479,1190820.35,1
1/6/2012,1231,GRN,114479,1010161.42,0
1/13/2012,1231,GRN,114479,915300.37,0
1/20/2012,1231,GRN,114479,880177.30,0
1/27/2012,1231,GRN,114479,898834.24,0
2/3/2012,1231,GRN,114479,1200596.07,0
2/10/2012,1231,GRN,114479,1248746.15,1
2/17/2012,1231,GRN,114479,1295018.62,0
2/24/2012,1231,GRN,114479,1146626.61,0
3/2/2012,1231,GRN,114479,1181344.39,0
3/9/2012,1231,GRN,114479,1139685.00,0
3/16/2012,1231,GRN,114479,1111285.34,0
3/23/2012,1231,GRN,114479,1062693.84,0
3/30/2012,1231,GRN,114479,1051840.74,0
4/6/2012,1231,GRN,114479,1155890.81,0
4/13/2012,1231,GRN,114479,1110001.91,0
4/20/2012,1231,GRN,114479,1030189.85,0
4/27/2012,1231,GRN,114479,1017418.50,0
5/4/2012,1231,GRN,114479,1096157.61,0
5/11/2012,1231,GRN,114479,1065718.12,0
5/18/2012,1231,GRN,114479,1060151.54,0
5/25/2012,1231,GRN,114479,1011300.69,0
6/1/2012,1231,GRN,114479,1003857.20,0
6/8/2012,1231,GRN,114479,1112642.61,0
6/15/2012,1231,GRN,114479,1049986.90,0
6/22/2012,1231,GRN,114479,1008515.78,0
6/29/2012,1231,GRN,114479,964458.47,0
7/6/2012,1231,GRN,114479,1044012.17,0
7/13/2012,1231,GRN,114479,985868.61,0
7/20/2012,1231,GRN,114479,964628.63,0
7/27/2012,1231,GRN,114479,948461.02,0
8/3/2012,1231,GRN,114479,1033901.25,0
8/10/2012,1231,GRN,114479,1013435.77,0
8/17/2012,1231,GRN,114479,1031020.11,0
8/24/2012,1231,GRN,114479,1078980.31,0
8/31/2012,1231,GRN,114479,1116248.30,0
9/7/2012,1231,GRN,114479,987265.68,1
9/14/2012,1231,GRN,114479,906660.85,0
9/21/2012,1231,GRN,114479,954956.04,0
9/28/2012,1231,GRN,114479,896937.69,0
2/5/2010,389,GRN,125978,656914.07,0
2/12/2010,389,GRN,125978,687238.73,1
2/19/2010,389,GRN,125978,665630.38,0
2/26/2010,389,GRN,125978,569674.83,0
3/5/2010,389,GRN,125978,610117.06,0
3/12/2010,389,GRN,125978,608965.22,0
3/19/2010,389,GRN,125978,598502.30,0
3/26/2010,389,GRN,125978,596903.12,0
4/2/2010,389,GRN,125978,723262.34,0
4/9/2010,389,GRN,125978,639397.40,0
4/16/2010,389,GRN,125978,646000.28,0
4/23/2010,389,GRN,125978,647889.23,0
4/30/2010,389,GRN,125978,575582.74,0
5/7/2010,389,GRN,125978,666140.51,0
5/14/2010,389,GRN,125978,599176.83,0
5/21/2010,389,GRN,125978,621389.73,0
5/28/2010,389,GRN,125978,749564.51,0
6/4/2010,389,GRN,125978,697984.13,0
6/11/2010,389,GRN,125978,624128.92,0
6/18/2010,389,GRN,125978,657121.16,0
6/25/2010,389,GRN,125978,676985.66,0
7/2/2010,389,GRN,125978,714128.74,0
7/9/2010,389,GRN,125978,696289.25,0
7/16/2010,389,GRN,125978,1266061.56,0
7/23/2010,389,GRN,125978,603345.06,0
7/30/2010,389,GRN,125978,624015.69,0
8/6/2010,389,GRN,125978,644442.87,0
8/13/2010,389,GRN,125978,627228.71,0
8/20/2010,389,GRN,125978,641882.07,0
8/27/2010,389,GRN,125978,654582.78,0
9/3/2010,389,GRN,125978,643438.84,0
9/10/2010,389,GRN,125978,646756.83,1
9/17/2010,389,GRN,125978,588002.50,0
9/24/2010,389,GRN,125978,553334.10,0
10/1/2010,389,GRN,125978,571737.58,0
10/8/2010,389,GRN,125978,596395.42,0
10/15/2010,389,GRN,125978,581802.89,0
10/22/2010,389,GRN,125978,605187.36,0
10/29/2010,389,GRN,125978,603093.13,0
11/5/2010,389,GRN,125978,617779.27,0
11/12/2010,389,GRN,125978,624431.37,0
11/19/2010,389,GRN,125978,612992.44,0
11/26/2010,389,GRN,125978,1124810.55,1
12/3/2010,389,GRN,125978,758926.58,0
12/10/2010,389,GRN,125978,852085.67,0
12/17/2010,389,GRN,125978,988616.78,0
12/24/2010,389,GRN,125978,1373109.80,0
12/31/2010,389,GRN,125978,548545.80,1
1/7/2011,389,GRN,125978,514432.40,0
1/14/2011,389,GRN,125978,484215.83,0
1/21/2011,389,GRN,125978,492102.66,0
1/28/2011,389,GRN,125978,485911.23,0
2/4/2011,389,GRN,125978,561342.48,0
2/11/2011,389,GRN,125978,587655.98,1
2/18/2011,389,GRN,125978,1387773.04,0
2/25/2011,389,GRN,125978,552355.72,0
3/4/2011,389,GRN,125978,578166.12,0
3/11/2011,389,GRN,125978,541826.91,0
3/18/2011,389,GRN,125978,1277714.31,0
3/25/2011,389,GRN,125978,532180.91,0
4/1/2011,389,GRN,125978,547347.68,0
4/8/2011,389,GRN,125978,592162.44,0
4/15/2011,389,GRN,125978,612482.99,0
4/22/2011,389,GRN,125978,660109.89,0
4/29/2011,389,GRN,125978,565556.04,0
5/6/2011,389,GRN,125978,635314.30,0
5/13/2011,389,GRN,125978,635274.54,0
5/20/2011,389,GRN,125978,598733.53,0
5/27/2011,389,GRN,125978,640984.87,0
6/3/2011,389,GRN,125978,700187.82,0
6/10/2011,389,GRN,125978,647471.44,0
6/17/2011,389,GRN,125978,644720.48,0
6/24/2011,389,GRN,125978,661386.58,0
7/1/2011,389,GRN,125978,679460.79,0
7/8/2011,389,GRN,125978,639910.11,0
7/15/2011,389,GRN,125978,628906.19,0
7/22/2011,389,GRN,125978,612267.07,0
7/29/2011,389,GRN,125978,582302.65,0
8/5/2011,389,GRN,125978,612752.84,0
8/12/2011,389,GRN,125978,595628.00,0
8/19/2011,389,GRN,125978,604280.61,0
8/26/2011,389,GRN,125978,610204.80,0
9/2/2011,389,GRN,125978,653951.31,0
9/9/2011,389,GRN,125978,612385.14,1
9/16/2011,389,GRN,125978,549843.97,0
9/23/2011,389,GRN,125978,550362.49,0
9/30/2011,389,GRN,125978,526088.94,0
10/7/2011,389,GRN,125978,583860.51,0
10/14/2011,389,GRN,125978,542092.57,0
10/21/2011,389,GRN,125978,608110.52,0
10/28/2011,389,GRN,125978,594634.32,0
11/4/2011,389,GRN,125978,619913.41,0
11/11/2011,389,GRN,125978,645380.53,0
11/18/2011,389,GRN,125978,616042.98,0
11/25/2011,389,GRN,125978,1142625.71,1
12/2/2011,389,GRN,125978,735909.54,0
12/9/2011,389,GRN,125978,783871.54,0
12/16/2011,389,GRN,125978,883480.68,0
12/23/2011,389,GRN,125978,1193296.01,0
12/30/2011,389,GRN,125978,650536.52,1
1/6/2012,389,GRN,125978,551376.29,0
1/13/2012,389,GRN,125978,921493.14,0
1/20/2012,389,GRN,125978,508675.51,0
1/27/2012,389,GRN,125978,478112.09,0
2/3/2012,389,GRN,125978,583927.84,0
2/10/2012,389,GRN,125978,663220.52,1
2/17/2012,389,GRN,125978,648772.29,0
2/24/2012,389,GRN,125978,590145.97,0
3/2/2012,389,GRN,125978,573498.85,0
3/9/2012,389,GRN,125978,566499.45,0
3/16/2012,389,GRN,125978,584912.94,0
3/23/2012,389,GRN,125978,586402.00,0
3/30/2012,389,GRN,125978,574563.86,0
4/6/2012,389,GRN,125978,680408.98,0
4/13/2012,389,GRN,125978,577146.48,0
4/20/2012,389,GRN,125978,552481.18,0
4/27/2012,389,GRN,125978,537920.83,0
5/4/2012,389,GRN,125978,598128.04,0
5/11/2012,389,GRN,125978,601720.05,0
5/18/2012,389,GRN,125978,614294.90,0
5/25/2012,389,GRN,125978,709946.04,0
6/1/2012,389,GRN,125978,679642.81,0
6/8/2012,389,GRN,125978,629229.07,0
6/15/2012,389,GRN,125978,653449.75,0
6/22/2012,389,GRN,125978,703091.91,0
6/29/2012,389,GRN,125978,639290.58,0
7/6/2012,389,GRN,125978,1371447.49,0
7/13/2012,389,GRN,125978,605160.31,0
7/20/2012,389,GRN,125978,603821.89,0
7/27/2012,389,GRN,125978,585445.20,0
8/3/2012,389,GRN,125978,613047.85,0
8/10/2012,389,GRN,125978,617672.95,0
8/17/2012,389,GRN,125978,593917.39,0
8/24/2012,389,GRN,125978,621938.83,0
8/31/2012,389,GRN,125978,628739.31,0
9/7/2012,389,GRN,125978,607352.87,1
9/14/2012,389,GRN,125978,543933.23,0
9/21/2012,389,GRN,125978,547204.82,0
9/28/2012,389,GRN,125978,574410.92,0
2/5/2010,772,GRN,95429,793827.65,0
2/12/2010,772,GRN,95429,846743.54,1
2/19/2010,772,GRN,95429,805505.63,0
2/26/2010,772,GRN,95429,754341.18,0
3/5/2010,772,GRN,95429,788091.68,0
3/12/2010,772,GRN,95429,768753.45,0
3/19/2010,772,GRN,95429,756826.15,0
3/26/2010,772,GRN,95429,797889.27,0
4/2/2010,772,GRN,95429,853312.80,0
4/9/2010,772,GRN,95429,775019.65,0
4/16/2010,772,GRN,95429,762530.39,0
4/23/2010,772,GRN,95429,982582.46,0
4/30/2010,772,GRN,95429,812590.36,0
5/7/2010,772,GRN,95429,848640.28,0
5/14/2010,772,GRN,95429,818547.72,0
5/21/2010,772,GRN,95429,831418.13,0
5/28/2010,772,GRN,95429,877609.25,0
6/4/2010,772,GRN,95429,881694.50,0
6/11/2010,772,GRN,95429,850043.84,0
6/18/2010,772,GRN,95429,882787.90,0
6/25/2010,772,GRN,95429,898787.07,0
7/2/2010,772,GRN,95429,963667.00,0
7/9/2010,772,GRN,95429,841707.55,0
7/16/2010,772,GRN,95429,881383.04,0
7/23/2010,772,GRN,95429,898296.50,0
7/30/2010,772,GRN,95429,838308.82,0
8/6/2010,772,GRN,95429,800092.80,0
8/13/2010,772,GRN,95429,764786.81,0
8/20/2010,772,GRN,95429,788721.33,0
8/27/2010,772,GRN,95429,807375.52,0
9/3/2010,772,GRN,95429,839165.36,0
9/10/2010,772,GRN,95429,1205679.91,1
9/17/2010,772,GRN,95429,876055.88,0
9/24/2010,772,GRN,95429,857667.92,0
10/1/2010,772,GRN,95429,833998.90,0
10/8/2010,772,GRN,95429,832529.69,0
10/15/2010,772,GRN,95429,843088.95,0
10/22/2010,772,GRN,95429,1267006.46,0
10/29/2010,772,GRN,95429,866732.88,0
11/5/2010,772,GRN,95429,823226.12,0
11/12/2010,772,GRN,95429,860251.59,0
11/19/2010,772,GRN,95429,787044.20,0
11/26/2010,772,GRN,95429,1010240.39,1
12/3/2010,772,GRN,95429,931365.44,0
12/10/2010,772,GRN,95429,967267.18,0
12/17/2010,772,GRN,95429,1054164.01,0
12/24/2010,772,GRN,95429,1314018.42,0
12/31/2010,772,GRN,95429,640654.18,1
1/7/2011,772,GRN,95429,1087862.77,0
1/14/2011,772,GRN,95429,763301.99,0
1/21/2011,772,GRN,95429,760596.00,0
1/28/2011,772,GRN,95429,741127.32,0
2/4/2011,772,GRN,95429,821394.68,0
2/11/2011,772,GRN,95429,818003.09,1
2/18/2011,772,GRN,95429,865754.54,0
2/25/2011,772,GRN,95429,772048.16,0
3/4/2011,772,GRN,95429,820929.96,0
3/11/2011,772,GRN,95429,784393.99,0
3/18/2011,772,GRN,95429,783228.44,0
3/25/2011,772,GRN,95429,1245136.71,0
4/1/2011,772,GRN,95429,800650.86,0
4/8/2011,772,GRN,95429,816647.35,0
4/15/2011,772,GRN,95429,830075.06,0
4/22/2011,772,GRN,95429,1065561.74,0
4/29/2011,772,GRN,95429,811770.78,0
5/6/2011,772,GRN,95429,886923.91,0
5/13/2011,772,GRN,95429,875417.12,0
5/20/2011,772,GRN,95429,849234.98,0
5/27/2011,772,GRN,95429,896848.27,0
6/3/2011,772,GRN,95429,899812.11,0
6/10/2011,772,GRN,95429,885982.09,0
6/17/2011,772,GRN,95429,899478.30,0
